Categoria,Nutriente/Substância Bioativa/Enzima,0 a 6 meses,7 a 11 meses,1 a 3 anos,4 a 8 anos ,9 a 18 anos,Maiores 19 anos ,Lactantes,Gestantes ,Observações
Vitaminas,Vitamina E,Não autorizado,Não autorizado,"Mínimo: 0,9 mg 

Máximo: 200 mg","Mínimo: 1,05 mg 

Máximo: 300 mg","Mínimo: 2,25 mg 
 
Máximo: 600 mg","Mínimo: 2,25 mg 

Máximo: 1000 mg","Mínimo: 2,85 mg 

Máximo: 800 mg","Mínimo: 2,25 mg
  
Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina E,Não autorizado,Não autorizado,"Mínimo: 0,9 mg 

Máximo: 200 mg","Mínimo: 1,05 mg 

Máximo: 300 mg","Mínimo: 2,25 mg 

Máximo: 600 mg","Mínimo: 2,25 mg 

Máximo: 1000 mg","Mínimo: 2,85 mg 

Máximo: 800 mg","Mínimo: 2,25 mg 

Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina E,Não autorizado,Não autorizado,"Mínimo: 0,9 mg 

Máximo: 200 mg","Mínimo: 1,05 mg 

Máximo: 300 mg","Mínimo: 2,25 mg 

Máximo: 600 mg","Mínimo: 2,25 mg 

Máximo: 1000 mg","Mínimo: 2,85 mg 

Máximo: 800 mg","Mínimo: 2,25 mg
 
Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina E,Não autorizado,Não autorizado,"Mínimo: 0,9 mg 

Máximo: 200 mg","Mínimo: 1,05 mg
 
Máximo: 300 mg","Mínimo: 2,25 mg 

Máximo: 600 mg","Mínimo: 2,25 mg 

Máximo: 1000 mg","Mínimo: 2,85 mg 

Máximo: 800 mg","Mínimo: 2,25 mg 

Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina E,Não autorizado,Não autorizado,"Mínimo: 0,9 mg 

Máximo: 200 mg","Mínimo: 1,05 mg
 
Máximo: 300 mg","Mínimo: 2,25 mg 

Máximo: 600 mg","Mínimo: 2,25 mg 

Máximo: 1000 mg","Mínimo: 2,85 mg 

Máximo: 800 mg","Mínimo: 2,25 mg
 
Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina E,Não autorizado,Não autorizado,"Mínimo: 0,9 mg 

Máximo: 200 mg","Mínimo: 1,05 mg
 
Máximo: 300 mg","Mínimo: 2,25 mg 

Máximo: 600 mg","Mínimo: 2,25 mg
 
Máximo: 1000 mg","Mínimo: 2,85 mg
 
Máximo: 800 mg","Mínimo: 2,25 mg 

Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina E,Não autorizado,Não autorizado,"Mínimo: 0,9 mg
 
Máximo: 200 mg","Mínimo: 1,05 mg
 
Máximo: 300 mg","Mínimo: 2,25 mg 

Máximo: 600 mg","Mínimo: 2,25 mg 

Máximo: 1000 mg","Mínimo: 2,85 mg 

Máximo: 800 mg","Mínimo: 2,25 mg 

Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina E,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 1,05 mg
 
Máximo: 300 mg","Mínimo: 2,25 mg 

Máximo: 600 mg","Mínimo: 2,25 mg 

Máximo: 1000 mg","Mínimo: 2,85 mg 

Máximo: 800 mg","Mínimo: 2,25 mg 

Máximo: 800 mg","Como α-tocoferol. α-Tocoferol inclui RRR-α-tocoferol, a única forma de α-tocoferol que ocorre naturalmente em alimentos, e as formas 2R-estereoisoméricas de α-tocoferol (RRR-, RSR-, RRS- e RSS-α-tocoferol), que ocorrem em alimentos fortificados e suplementos. Considerando a forma sintética disponível comercialmente (rac-α-tocoferil), com atividade de 0,67 x RRR-α-tocoferol, considera-se 1 UI de vitamina E como 1 mg de acetato de rac-α-tocoferil."
Vitaminas,Vitamina K,"Mínimo: 0,3 μg

Máximo: 3 μg","Mínimo: 0,375 μg

Máximo: 3,75 μg","Mínimo: 4,5 μg

Máximo: 45 μg","Mínimo: 8,25 μg

Máximo: 82,5 μg","Mínimo: 11,25 μg 

Máximo: 129,56 μg","Mínimo: 18 μg

Máximo: 149,06 μg","Mínimo: 13,5 μg

Máximo: 126,02 μg","Mínimo: 13,5 μg

Máximo: 132,31 μg",
Vitaminas,Vitamina K,"Mínimo: 0,3 μg

Máximo: 3 μg","Mínimo: 0,375 μg

Máximo: 3,75 μg","Mínimo: 4,5 μg

Máximo: 45 μg","Mínimo: 8,25 μg

Máximo: 82,5 μg","Mínimo: 11,25 μg

Máximo: 129,56 μg","Mínimo: 18 μg

Máximo: 149,06 μg","Mínimo: 13,5 μg

Máximo: 126,02 μg","Mínimo: 13,5 μg

Máximo: 132,31 μg",
Vitaminas,Vitamina K,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 8,25 μg

Máximo: 82,5 μg","Mínimo: 11,25 μg

Máximo: 129,56 μg","Mínimo: 18 μg

Máximo: 149,06 μg","Mínimo: 13,5 μg

Máximo: 126,02 μg","Mínimo: 13,5 μg

Máximo: 132,31 μg",
Substâncias bioativas,Zeaxantina,Não autorizado,Não autorizado,Não autorizado,Não autorizado,Não autorizado,"Mínimo: Não estabelecido

Máximo: 3 mg",Não autorizado,Não autorizado,
Minerais,Zinco,"Mínimo: 0,3 mg 

Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg
 
Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg
 
Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,"Mínimo: 0,3 mg 

Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg
 
Máximo: 7 mg","Mínimo: 1,65mg 

Máximo: 12,77mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,"Mínimo: 0,3 mg 

Máximo: 2 mg","Mínimo: 0,45 mg
 
Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg 

Máximo: 7 mg","Mínimo: 1,65 mg 
 
Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,"Mínimo: 0,3 mg 

Máximo: 2 mg","Mínimo: 0,45 mg
 
Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg 

Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg  

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,"Mínimo: 0,3 mg 

Máximo: 2 mg","Mínimo: 0,45 mg
 
Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg 

Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,"Mínimo: 0,3 mg 

Máximo: 2 mg","Mínimo: 0,45 mg
 
Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg
 
Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,"Mínimo: 0,3 mg
 
Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg
 
Máximo: 7 mg","Mínimo: 1,65 mg
 
Máximo: 12,77mg","Mínimo: 1,65 mg
 
Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,75 mg 

Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,75 mg 

Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg
 
Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,75 mg 

Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg
 
Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,75 mg
 
Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
Minerais,Zinco,Não autorizado,Não autorizado,Não autorizado,"Mínimo: 0,75 mg
 
Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg","Para suplementos alimentares, deve atender os limites mínimos e máximos por grupo populacional definidos na IN nº 28/2018."
Vitaminas,Zinco,"Mínimo: 0,3 mg 

Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 2 mg","Mínimo: 0,45 mg 

Máximo: 4 mg","Mínimo: 0,75 mg
 
Máximo: 7 mg","Mínimo: 1,65 mg 

Máximo: 12,77 mg","Mínimo: 1,65 mg 

Máximo: 29,59 mg","Mínimo: 1,95 mg 

Máximo: 24,45 mg","Mínimo: 1,8 mg 

Máximo: 23,50 mg",
